Paragraph,Sentiment,Score
"Unsere Afrikap olitik gestalten wir auf 398 
Basis eines modernen und differenzierten Afrikabildes.",neutral,0.9998364448547363
"Afrika  ist für uns auch ein Kontinent 399 
mit einer ehrgeizigen jungen Generation, großer wirtschaftlicher Dy namik und hoher Inno- 400 
vationskraft.",neutral,0.9999856948852539
"401 
•",positive,0.9370154142379761
"Wir wollen den Marshallplan mit Afrika zu einer vertieften i nstitutionellen Partnerschaft 402 
in Form eines EU-Afrikarats weiterentwickeln.",neutral,0.999977707862854
"Die EU muss attraktive Angebot e der Zu- 403 
sammenarbeit unterbreiten, die auf Transparenz und finanzieller Nac hhaltigkeit beru- 404 
hen und das lokale Potenzial ausschöpfen.",neutral,0.9999816417694092
"Die Afrikanische Kontinental e Freihandels- 405 
zone bietet die Chance für weitere Öffnungsschritte des EU-B innenmarkts, für den Kli- 406 
maschutz und für die Kooperation in Zukunftstechnologien.",neutral,0.9999911785125732
"407 
•",positive,0.901313066482544
"Nachhaltige Entwicklung in Afrika ist ohne Investitionen privat er Unternehmen nicht 408 
möglich.",neutral,0.9999802112579346
"Daher setzen wir bei der Zusammenarbeit mit Afrika auf die Prinzi pien der So- 409 
zialen Markwirtschaft.",neutral,0.9999915361404419
"Besondere Bedeutung dabei haben der Zugang zu Kapital sowie 410 Seite 15 von 139 staatliche Garantien zur Risikoabsicherung bei Handel, Investitione n und Projekten.",neutral,0.9999911785125732
"Un- 411 
verzichtbar sind Anstrengungen bei der Korruptionsbekämpfung und  für Rechtsstaat- 412 
lichkeit, die wir fordern und fördern.",neutral,0.9999772310256958
"Wir wollen dazu beitragen , die Chancen der Digita- 413 
lisierung, der Erneuerbaren Energien oder nachhaltiger Mobili tät zu nutzen.",neutral,0.9999908208847046
"In Partner- 414 
schaft mit der deutschen Wirtschaft und im Rahmen unserer europäischen Klimaaußen- 415 
politik treiben wir so die Energiewende in Afrika voran.",neutral,0.9999840259552002
"416 
• Afrika ist für die langfristige Sicherheit Europas von zentraler  Bedeutung.",neutral,0.9999876022338867
"Dies zeigt 417 
nicht zuletzt die anhaltende Migration in Richtung Europa.",neutral,0.9999901056289673
"Wir woll en die Staaten und 418 
Gesellschaften Afrikas im Laufe des Jahrzehnts dazu befähigen, selbst und mi thilfe der 419 
Afrikanischen Union den Terrorismus zu bekämpfen und für ihre  eigene Sicherheit zu 420 
sorgen.",neutral,0.9999281167984009
"421 
 422 
1.10. Internationaler Klimaschutz zur Bewahrung der Schöpfung 423 
Überlebensfragen der gesamten Menschheit und deshalb Schwerpu nkte unserer Klima-Au- 424 
ßenpolitik sind das Erreichen der Klimaziele sowie die Bewahrung der Artenvielfalt und der 425 
Wälder.",neutral,0.9999915361404419
"Wir setzen uns für ein Bündnis zur Stärkung innov ativer klimafreundlicher Techno- 426 
logien weltweit ein.",neutral,0.9999892711639404
"Wo der Klimawandel die Sicherheit gefährdet, muss di e internationale 427 
Gemeinschaft präventiv handeln.",neutral,0.9999903440475464
"428 
• Dafür wollen wir die Schlichtungsmöglichkeiten der Vereinten Nationen verstärken.",neutral,0.9998780488967896
"429 
•",positive,0.9034993052482605
"Wir wollen im Rahmen der internationalen Klimafinanzierung die  Entwicklungsländer bei 430 
der Anpassung an den Klimawandel und beim Umweltschutz durch den Trans fer von 431 
technischem Wissen unterstützen.",neutral,0.9999912977218628
"Daher streben wir im Rahmen u nserer europäischen 432 
Clean-Tech-Initiative eine enge Klimapartnerschaft mit Ländern in Asien, in der arabi- 433 
schen Welt und in Lateinamerika an.",neutral,0.9999916553497314
"434 
•",positive,0.8719139099121094
Die Herausforderungen der Erderwärmung sind global.,neutral,0.9999866485595703
"Deshalb wollen wi r, dass 435 
Deutschland als weltweit führendes und modernes Industrieland hier im Rahmen der In- 436 
ternationalen Gemeinschaft einen übergeordneten Beitrag leiste t.",neutral,0.9999915361404419
"So wollen wir bei- 437 
spielsweise den Aufbau und die Finanzierung von Abfallsammel- un d Sortiersystemen 438 
unterstützen sowie die Zusammenarbeit gegen die Meeres- und Umweltve rschmutzung 439 
intensivieren.",neutral,0.9999916553497314
"440 
•",positive,0.8943741321563721
"Wir setzen uns dafür ein, dass internationale Kohlenstoffsenken wi e",neutral,0.998120129108429
Regenwälder,positive,0.9029719233512878
"ge- 441 
schützt werden und ihre Leistung honoriert wird.",neutral,0.999891996383667
"Unser ist Zie l ist, dass langfristig ein 442 
globaler Emissionshandel etabliert wird.",neutral,0.9999881982803345
"443 
•",positive,0.8621120452880859
"Wir wollen moderne Handelspolitik auch als Instrument dazu nutzen, hoh e Standards 444 
und wirksame Maßnahmen für den Klimaschutz global durchzusetzen.",neutral,0.9999769926071167
"445 
•",positive,0.893379271030426
"Zur Eindämmung der Erderwärmung ist entscheidend, dass Entwicklungs - und Schwel- 446 
lenländer ihre Wirtschaft von Anfang an klimafreundlich aufbauen.",neutral,0.9999915361404419
"Wir wollen, dass in- 447 
ternationale Erfolge beim Klimaschutz auch in nationalen Klimabilanzen  berücksichtigt 448 
werden – zusätzlich zu den eigenen Klimaschutzmaßnahmen in Deutschland.",neutral,0.9999909400939941
"Denn jede 449 Seite 16 von 139 eingesparte Tonne CO2 zählt – egal, wo sie eingespart wird.",neutral,0.9999896287918091
"Wir wollen uns deshalb dafür 450 
einsetzen, dass sich die nächste Klimakonferenz in Glasgow darauf verstän digt, neben 451 
den ambitionierten Klimaschutzmaßnahmen auf nationaler und europä ischer Ebene 452 
auch Emissionsminderungen durch Klimaschutzprojekte in Entwicklungs- und Schwel- 453 
lenländern auf nationale Klimaziele anteilig anzurechnen.",neutral,0.9999703168869019
"Dabei müss en Doppelanrech- 454 
nungen wirksam ausgeschlossen werden.",neutral,0.9999645948410034
"455 
  456 Seite 17 von 139 2. Neue Weltpolitikfähigkeit – mit Leidenschaft für ein starkes Europa 457 
 458 
Unser Unions-Versprechen: Wir arbeiten für ein modernes Europa, das weltpolitikfähig ist, um 459 
die globalen Herausforderungen gemeinsam zu meistern.",neutral,0.9999716281890869
"Dafür muss Europa handlungsfähiger, 460 
mutiger und entschlossener werden.",neutral,0.9999892711639404
"Denn nur wenn es Europa gut geht, geht es auch Deutsch- 461 
land gut.",neutral,0.9401085376739502
"462 
Europa wird herausgefordert – von innen und von außen.",neutral,0.9992421865463257
"Innerhalb Europas setzen Populisten 463 
von links und rechts die europäische Demokratie unter Druck.",neutral,0.9999911785125732
Zusätzlich erschweren,negative,0.9675054550170898
"Nationa- 464 
lismus und Eigeninteressen einiger EU-Mitgliedsstaaten immer wieder gemeinsame europäische 465 
Lösungen",neutral,0.9999372959136963
oder verhindern ein Auftreten der EU mit einer Stimme,neutral,0.9999841451644897
"Und schließlich ist die EU in 466 
zentralen Bereichen, wie etwa der Verteidigungspolitik, nicht so handlungsfähig, wie wir un s das 467 
wünschen .",neutral,0.9999843835830688
"468 
Auch von außen sehen wir den europäisch-abendländischen Leitgedanken der Demokratie wie 469 
auch der Sozialen Marktwirtschaft unter Druck und im Wettbewerb mit konkurrierenden Ge- 470 
sellschafts- und Wirtschaftsmodellen.",neutral,0.9999817609786987
"Freier Welthandel mit offenen Märkten, der uns Wohl- 471 
stand gebracht hat, ist keine Selbstverständlichkeit mehr.",neutral,0.8889279961585999
"472 
Unsere Antwort auf diese Herausforderung lautet: Mehr Europa!",neutral,0.9997275471687317
"Denn nur gemeinsam mit un- 473 
seren europäischen Partnern werden wir die Herausforderungen meistern.",neutral,0.9999902248382568
"Dafür brauchen wir 474 
schnellere und dynamischere Entscheidungen dort, wo es europäische Lösungen und entschlos- 475 
senes Handeln auf internationaler Ebene braucht.",neutral,0.9999886751174927
"Dabei gilt die Formel: Nicht jedes Problem in 476 
Europa ist ein Problem für Europa.",neutral,0.9999905824661255
"Gleichzeitig werden wir das Modernisierungsjahrzehnt auch 477 
auf Europa erstrecken:",neutral,0.9999909400939941
"Wir investieren in Technologien und Innovationen, damit Europas Wirt- 478 
schaft auch in Zukunft Garant für Wohlstand, Arbeitsplätze und Nachhaltigkeit bleibt.",neutral,0.9997655749320984
"Wir in- 479 
vestieren in Europas Sicherheit, ob nach innen oder außen, damit auch unsere Kinder und Enkel 480 
in Europa in Frieden, Freiheit und Sicherheit leben können.",neutral,0.9993615746498108
"481 
 482 
2.1.",positive,0.8248137831687927
"Ein starkes Deutschland in einem starken Europa 483 
Europa wollen – Europa machen 484",neutral,0.9978737831115723
Die Europäische Union ist und bleibt das größte politische Erfolgsproje kt unserer Zeit.,neutral,0.9996832609176636
"Sie 485 
hat den Menschen in Deutschland und Europa Frieden, Freiheit, Demokratie, Sicherheit und 486 
Wohlstand gebracht.",neutral,0.9999880790710449
"Auch wenn nicht immer alles perfekt läuft: Die Mensc hen in unserem 487 
Land profitieren tagtäglich von Europa.",positive,0.5758716464042664
"488 
• Deshalb haben wir von Anfang an den Prozess der europäischen Ein igung leidenschaf t- 489 
lich vorangetrieben und Brücken zwischen Ost und West gebaut.",neutral,0.9999891519546509
"490 
•",positive,0.9282262325286865
Wir wollen europäische Kooperation und Integration statt nationalistische r,neutral,0.9976540207862854
"Abschot- 491 
tung.",negative,0.8396424055099487
"Nur so werden wir Deutschland und Europa widerstandsfähiger mach en: bei Pan- 492 
demien, ökonomischen Krisen, terroristischen Bedrohungslagen und Cyber angriffen.",neutral,0.9998828172683716
"493 
  494 Seite 18 von 139 Deutsch-französischer Motor der europäischen Einigung sein 495",neutral,0.9999903440475464
"Mit überzeugten Europäern wie Konrad Adenauer, Helmut Kohl, Franz  Josef Strauß, Theo 496 
Waigel und Angela Merkel haben wir die europäische Einigung geprägt.",neutral,0.9999916553497314
"Unser e unverrück- 497 
baren Prinzipien und europäischen Grundwerte der offenen Gesellschaf t, der repräsentati- 498 
ven Demokratie, der Sozialen Marktwirtschaft, der Rechtsstaatlichkeit, der Subsidiarität, 499 
der friedlichen Konfliktlösung und Konsensfindung in Europa leiten uns.",neutral,0.9996267557144165
"500 
•",positive,0.9624527096748352
"Die enge deutsch-französische Freundschaft ist für uns elementar und hat durch den 501 
Aachener Vertrag eine neue Dynamik bekommen, die jetzt mit Le ben gefüllt werden 502 
muss .",neutral,0.999957799911499
"Das gilt insbesondere etwa bei den großen Herausforderungen wie der Kü nstli- 503 
chen Intelligenz, der Wasserstofftechnologie und der Batteriezellf orschung sowie bei 504 
der sicherheits- und außenpolitischen Zusammenarbeit.",neutral,0.999990701675415
"Die deutsch- französische 505 
Freundschaft ist und bleibt Motor für die europäische Einigun g und Fortentwicklung – 506 
aber nicht exklusiv, sondern als Initialzündung für mutige Schritte mit anderen.",neutral,0.9999879598617554
"507 
•",positive,0.9357438683509827
Wir wollen enge Abstimmungen und Austausch zu konkreten Problemlösung en.,neutral,0.9963437914848328
"Unser 508 
europäischer Ansatz achtet die berechtigten Interessen aller Mitgliedstaaten unabhän- 509 
gig von ihrer Größe.",neutral,0.9998267292976379
"Die Zusammenarbeit mit unseren Nachbarn und Freunde n im Bene- 510 
lux-Raum sowie unseren östlichen Nachbarstaaten, wie zum Beispiel Tschech ien, hat 511 
sich vor allem in der Pandemie bewährt .",neutral,0.9999911785125732
"512 
•",positive,0.940788984298706
"Für uns bleibt die enge Zusammenarbeit und die Pflege der Freundsc haft mit Polen eine 513 
zentrale Aufgabe deutscher Außenpolitik.",neutral,0.9999890327453613
"514 
 515 
2.2.",positive,0.9096574187278748
"Mehr Europa in der Weltpolitik 516 
Europa für den globalen Systemwettbewerb fit machen 517",neutral,0.9999210834503174
"Eine größere deutsche und europäische Unabhängigkeit und Sicherhei t sind Grundvoraus- 518 
setzungen, um im globalen Systemwettbewerb bestehen zu können.",neutral,0.9999915361404419
Desweg en muss,negative,0.9821960926055908
"Eu- 519 
ropa mit einer Stimme sprechen, um weltpolitikfähig zu werden.",neutral,0.9985483288764954
"In eine r geopolitisch im- 520 
mer unsichereren und komplexeren Welt muss Europa im eigenen Interesse  mehr außen- 521 
und sicherheitspolitische Verantwortung für sich und die Welt üb ernehmen.",neutral,0.9999796152114868
"522 
•",positive,0.9211331009864807
Wir wollen in der Außen- und Sicherheitspolitik Mehrheitsentscheid ungen.,neutral,0.958747386932373
"Mehr Selbst- 523 
bewusstsein nach außen erreichen wir durch mehr Geschlossenheit nach  innen.",neutral,0.9998165965080261
"Dafür 524 
müssen wir in der Europäischen Union schneller als bisher zu gemeinsa men Positionen 525 
kommen und bereit sein, diese wirkungsvoll umzusetzen.",neutral,0.9999902248382568
"526 
•",positive,0.9356381297111511
"Wir wollen eine verbesserte und flexible Sicherheitsarchitektur, die auch das Vereinigte 527 
Königreich einbezieht, um unsere Positionen stärker einzubringen  und mit unseren Part- 528 
nern zu koordinieren.",neutral,0.9999874830245972
"529 
•",positive,0.9441474080085754
"Wir setzen uns für einen zusätzlichen, gemeinsamen ständige n Sitz der EU im Sicher- 530 
heitsrat der Vereinten Nationen ein.",neutral,0.9994493126869202
531 Seite 19 von 139 •,neutral,0.999972939491272
"Wir werden mit einem Bündnis der Gestaltungswilligen die Init iative ergreifen, um die 532 
außen- und sicherheitspolitische Koordinierung zu verbessern un d die Wirksamkeit der 533 
europäischen Verteidigung zu erhöhen.",neutral,0.9999908208847046
"534 
•",positive,0.9380834698677063
"Wir wollen ein solches außen- und sicherheitspolitisches Kerneu ropa nicht exklusiv ge- 535 
stalten.",neutral,0.9946000576019287
"Es muss gerade auch jene Staaten miteinbeziehen, deren Sicherheitsinteressen 536 
in besonderer Weise betroffen sind, etwa an der Ostflanke der NATO.",neutral,0.9999914169311523
"537 
•",positive,0.9468752145767212
"Wir wollen im Rahmen der Europäischen Verteidigungsunion und PESCO langfr istig ge- 538 
meinsame europäische Streitkräfte aufstellen.",neutral,0.9995763897895813
"Dafür wollen wir die militärisch e Zusam- 539 
menarbeit der nationalen Streitkräfte weiter verbessern, noch stärker verne tzen und ge- 540 
meinsame europäische Einsatzfähigkeiten innerhalb und außerhalb d er NATO ausbauen.",neutral,0.9999805688858032
"541 
•",positive,0.9439547657966614
"Wir setzen auf intensivere verteidigungspolitische Zusammenarbeit im Sin ne der ver- 542 
netzten Sicherheitspolitik.",neutral,0.9999772310256958
"Nur so kann die Stärke der Europäischen Union – die Bünde- 543 
lung diplomatischer, militärischer und entwicklungspolitischer Mittel – voll zur Geltung 544 
kommen.",neutral,0.9999902248382568
"545 
•",positive,0.9429147243499756
Wir bekennen uns uneingeschränkt zur NATO.,neutral,0.9729911088943481
"546 
•",positive,0.9391905069351196
"Wir wollen die eigene Führungsfähigkeit für EU-Missionen durch di e Errichtung eines 547 
Europäischen Hauptquartiers realisier en.",neutral,0.9999698400497437
"548 
•",positive,0.9420769214630127
"Wir wollen mithilfe der Europäischen Rüstungsagentur und des Europä ischen Verteidi- 549 
gungsfonds gemeinsame Rüstungsprojekte und -beschaffung fördern.",neutral,0.9999916553497314
"Die  EU-Mitglied- 550 
staaten vermeiden so unnötige Ausgaben, erlangen bessere Verteidigungsfähigkeit  und 551 
entwickeln Schritt für Schritt eine gemeinsame Sicherheitskult ur sowie gemeinsame eu- 552 
ropäische Rüstungsexportrichtlinien.",neutral,0.9999878406524658
"553 
•",positive,0.9488128423690796
"Wir bauen die europäische Cyber-Brigade aus, um Cyberattacken, Ter rorismus, Bedro- 554 
hung kritischer Infrastruktur und Desinformation europaweit erfolgrei ch abwehren und 555 
selbst offensive Fähigkeiten entwickeln zu können.",neutral,0.9999878406524658
"556 
 557 
Europa vertiefen vor erweitern 558",neutral,0.9912101030349731
"Es liegt in unserem Interesse, mit den Ländern in unmittelbarer",neutral,0.9997010231018066
"Nach barschaft zur EU mög- 559 
lichst enge und freundschaftliche Beziehungen zu pflegen.",neutral,0.999840497970581
"Dabei gilt für uns der Grundsatz: 560 
Vertiefung vor Erweiterung.",neutral,0.9999895095825195
"561 
•",positive,0.9631861448287964
"Wir stehen dazu, die Bindung der Westbalkanstaaten an die Eu ropäische Union weiter 562 
zu intensivieren, denn Sicherheit und Stabilität in unserer unmitt elbaren Nachbarschaft 563 
sind vom größten Interesse.",neutral,0.9999048709869385
"Der innere Zusammenhalt der Europäischen Union darf je- 564 
doch durch die Aufnahme neuer Mitglieder nicht geschwächt we rden.",neutral,0.9999901056289673
"Kandidatenländer 565 
müssen alle Beitrittskriterien voll und ganz erfüllen.",neutral,0.9999797344207764
"566 
•",positive,0.9543930292129517
"Das Vereinigte Königreich bleibt auch nach dem Austritt aus der Eur opäischen Union 567 
unser enger Partner.",neutral,0.9999895095825195
"Wir werden darauf achten, dass die vertraglichen  Zusicherungen 568 Seite 20 von 139 für einen fairen Handel durch Einhaltung von vergleichbaren Soz ial- und Umweltstan- 569 
dards sowie zur Wahrung des Friedens durch das Karfreitagsabkommen in Irlan d und 570 
Nordirland eingehalten werden.",neutral,0.9999902248382568
"Wir streben auch eine enge Zusammena rbeit bei der in- 571 
neren und äußeren Sicherheit und im Bereich der Wissenschaft an.",neutral,0.9999914169311523
"572 
•",positive,0.9445868134498596
"Wir werden einen Großbritannien-Koordinator der Bundesregierung  einsetzen, der die 573 
vielfältigen bilateralen Beziehungen bündelt .",neutral,0.9998204112052917
"574 
•",positive,0.9520406126976013
"Wir setzen uns dafür ein, die UK-German Connection zu einem D eutsch-Britischen Ju- 575 
gendwerk auszubauen und ein neues Parlamentarisches Patenschaftsprogramm des 576 
Bundestages für ein Schüler-Austauschjahr in Großbritannien einzurich ten.",neutral,0.9999825954437256
"577 
 578 
Beziehungen zur Türkei neu ordnen 579",neutral,0.9999278783798218
"Die Türkei ist von großer strategischer und wirtschaftlicher Bedeu tung für Deutschland und 580 
die Europäische Union.",neutral,0.9999877214431763
"Zudem sind unsere Länder vor allem durch Kont akte der Menschen 581 
eng miteinander verbunden.",neutral,0.999990701675415
"Wir wollen deshalb weiter eng mit der Türkei zusammenarbei- 582 
ten und setzen auf einen offenen, kritischen und konstruktiven D ialog mit der türkischen 583 
Führung.",neutral,0.9999094009399414
"Wir wollen, dass Deutschland weiter die bilateralen Bezi ehungen und die zivilge- 584 
sellschaftliche Vielfalt in der Türkei stärkt.",neutral,0.9975976347923279
"585 
Wir beobachten aber auch, dass sich die Türkei von dem Ziel entfer nt, die politischen EU- 586 
Beitrittskriterien - Demokratie, Rechtsstaatlichkeit und die Ach tung der Menschenrechte - 587 
zu verwirklichen.",neutral,0.999976634979248
Unsere Beziehungen zur Türkei brauchen n eue Perspektiven.,neutral,0.9908856749534607
"Eine Voll- 588 
mitgliedschaft der Türkei in der EU wird es mit uns nicht ge ben.",neutral,0.9993178844451904
"Stattdessen werden wir 589 
eine enge Partnerschaft vereinbaren.",neutral,0.9999582767486572
"590 
•",positive,0.9551332592964172
"In einem ersten Schritt der Wiederannäherung sollen gemeinsame Inte ressen definiert 591 
und vertragliche Vereinbarungen zur Umsetzung beschlossen werden.",neutral,0.9999910593032837
"592 
•",positive,0.9370021224021912
Die NATO ist eine Wertegemeinschaft.,neutral,0.9999589920043945
"Ihre Mitglieder müssen si ch zur Einhaltung von 593 
Menschenrechten und Rechtsstaatlichkeit verpflichten.",neutral,0.9999914169311523
"Die Tür kei muss als NATO-Part- 594 
ner ihren Beitrag zur kollektiven Sicherheit leisten und die Verpfli chtung zu sicherheits- 595 
politischen Konsultationen erfüllen.",neutral,0.9999911785125732
"596 
 597 
2.3.",positive,0.8890669345855713
"Nachhaltiges Europa  598 
European Green Deal zu einer europäischen Wachstumsgeschichte machen  599 
Der European Green Deal ist eine umfassende und ambitionierte Nachhaltigkeitsstrategie 600 
in den Bereichen Energie, Industrie, Kreislaufwirtschaft, Verke hr, Gebäude, Umweltschutz 601 
und Biodiversität, Landwirtschaft und Lebensmittelwirtschaft.",neutral,0.9999915361404419
"Wir  unterstützen seine am- 602 
bitionierte Zielsetzung der Transformation unseres heutigen Leben s und Wirtschaftens hin 603 
zu einer nachhaltigeren und ökologischeren Gesellschaft.",neutral,0.9999916553497314
"604 
•",positive,0.937813937664032
Mit dem Green Deal machen wir Europa zum ersten klimaneutralen Kontinent der Welt.,neutral,0.9999854564666748
605 Seite 21 von 139 •,neutral,0.9999767541885376
"Wir wollen einen EU-Klimaaußenbeauftragten zur Stärkung und Bündelung der EU- 606 
Klimaaußenpolitik, der Europa als globalen Akteur im Einsatz für den Klimasc hutz",neutral,0.9999760389328003
"posi- 607 
tioniert.",negative,0.9924769997596741
"Er soll eine Europäische Clean-Tech-Initiative voranbrin gen, die Partnerschaften 608 
bei modernsten Umwelttechnologien aufbaut.",neutral,0.9999916553497314
"609 
•",positive,0.938169538974762
"Wir werden den Green Deal zu einer echten Wachstumsstrategie, einem neuen nachhal- 610 
tigen Wachstumsmotor der EU, entwickeln .",neutral,0.9999878406524658
"Dazu setzen wir auf marktwirtschaftliche In- 611 
strumente, auf Anreize statt auf Verbote, auf Innovationen und Wettbew erb und auf die 612 
Zusammenarbeit mit Industrie und Landwirtschaft.",neutral,0.9999912977218628
"613 
•",positive,0.9436328411102295
"Wir werden den europäischen Emissionshandel auf den Verkehr- und Wärmesektor aus- 614 
weiten.",neutral,0.9999902248382568
"Mit mehr Ehrgeiz wird der Emissionshandel in allen Bereic hen sicherstellen, dass 615 
sich ein stabiler, fairer und transparenter Preis für Treibhausgase bildet .",neutral,0.9999912977218628
"616 
•",positive,0.9426801204681396
"Wir wollen in Verbindung mit nachhaltiger Entwicklungshilfe Europa im globalen Roh- 617 
stoffwettbewerb stärken und eine europäische Alternative zur c hinesischen Seiden- 618 
straße bieten.",neutral,0.9999829530715942
"619 
•",positive,0.9438061714172363
"Wir wollen einen Green Deal, der mehr Arbeitsplätze schafft und  mehr Wertschöpfung 620 
in die Regionen Europas bringt.",neutral,0.9972509741783142
"Deshalb müssen alle Strategien des Green  Deals mit e i- 621 
ner Folgenabschätzung und mit Maßnahmen zur Begleitung des Üb ergangs verbunden 622 
werden.",neutral,0.9999908208847046
"623 
 624 
2.4. Wettbewerbsfähiges und stabiles Europa 625 
Stabilitätskriterien für die Wirtschafts- und Währungsunion durchsetzen 626 
Die Wirtschafts- und Währungsunion (WWU) und die Einführung de s Euro sind Meilen- 627 
steine der europäischen Integration.",neutral,0.9999914169311523
"Wir treten ein für eine e chte Stabilitäts- und Wachs- 628 
tumsunion.",neutral,0.9998784065246582
"629 
•",positive,0.9384240508079529
"Wir wollen die Fiskalregeln des Stabilitäts- und Wachstumspakts und des Fiskalvertrags 630 
nach der Corona-Pandemie zügig wieder in Kraft setzen und sie weit erentwickeln, ohne 631 
sie aufzuweichen.",neutral,0.9999783039093018
"632 
•",positive,0.9336837530136108
"Wir wollen Ermessensspielräume beim Defizitverfahren einschränken un d das Prinzip 633 
der Konditionalität stärken.",neutral,0.9999207258224487
Verstöße gegen die Stabilitätskriterie,neutral,0.9987742304801941
"n müssen konsequent 634 
sanktioniert werden.",neutral,0.999969482421875
"635 
•",positive,0.9455471634864807
"Die Europäische Union hat mit dem Aufbauinstrument „Next Generation EU“ in Ve rbin- 636 
dung mit dem Mehrjährigen Finanzrahmen 2021 bis 2027 angemessen und solidarisch 637 
auf die Corona-Krise reagiert.",neutral,0.9999915361404419
Europa kann nur gemeinsam stark sein.,neutral,0.9998811483383179
"D aher haben wir 638 
uns für die Unterstützung der von der Krise besonders betroff enen Länder im Süden Eu- 639 
ropas eingesetzt.",neutral,0.999987006187439
640 Seite 22 von 139 •,neutral,0.9999750852584839
Die damit verbundene europäische Schuldenaufnahme ist befristet und ein malig.,neutral,0.9999862909317017
"Sie ist 641 
kein Einstieg in eine Schuldenunion – und darf es nie werden.",neutral,0.9999819993972778
"Denn für eine verantwort- 642 
liche Finanz- und Haushaltspolitik in den Mitgliedstaaten müssen H aftung und Verant- 643 
wortung in einer Hand bleiben.",neutral,0.9999877214431763
"644 
•",positive,0.946284294128418
Die Verträge sprechen eine klare Sprache:,neutral,0.9999721050262451
"Jeder Mitgliedstaat haf tet für seine eigenen 645 
Schulden.",neutral,0.9999847412109375
"Wir lehnen es weiterhin ab, mitgliedstaatliche Schu lden oder Risiken zu ver- 646 
gemeinschaften.",neutral,0.99622642993927
"Denn wir wollen eine echte Stabilitätsunion und  keine Schulden- und 647 
Haftungsunion.",neutral,0.9997122883796692
"648 
•",positive,0.9472005367279053
Unser Europa steht für eine solide Haushaltspolitik.,neutral,0.9952067732810974
Haushaltsmittel,negative,0.649027943611145
"mü ssen vor allem 649 
für Maßnahmen eingesetzt werden, die einen europäischen Mehr wert schaffen.",neutral,0.9999862909317017
"Sie müs- 650 
sen noch stärker auf europäische Zukunftsaufgaben konzentriert werden.",neutral,0.9999878406524658
"651 
 652 
Europäische Wirtschaftspolitik besser abstimmen, Währungsunion stärken 653",neutral,0.9950162768363953
"Um die Wirtschafts- und Währungsunion zu stärken, müssen die nationalen  Wirtschaftspo- 654 
litiken besser koordiniert und aufeinander abgestimmt werden.",neutral,0.9999915361404419
"655 
•",positive,0.9588625431060791
"Wir wollen eine stärkere Rolle für den EU-Wirtschafts- und Währungskommissar, insbe- 656 
sondere zur Durchsetzung der Stabilitätskriterien.",neutral,0.9999843835830688
"Die länderspe zifischen Empfehlungen 657 
sollten auf Schlüsselbereiche zielen – vor allem auf Strukturreformen und Haushaltskon- 658 
solidierung.",neutral,0.9999897480010986
"Die Strukturfonds sollen dafür eingesetzt werden, Reformpr ozesse und In- 659 
novationen zu unterstützen.",neutral,0.9999909400939941
"660 
•",positive,0.9504265189170837
"Europäische Finanzmarktregulierung (Taxonomie), Nachhaltigkeitsberichte rstattung 661 
und Lieferkettengesetzgebung bedürfen gerade für mittelstän dische Firmen präziser 662 
globaler Wettbewerbsanalysen.",neutral,0.99998939037323
"663 
•",positive,0.9526616930961609
Wir setzen uns für eine EU-Regelung für Lieferketten ein.,neutral,0.9921392798423767
"Die se muss die Standards des 664 
deutschen Lieferkettensorgfaltsgesetz es im EU-Binnenmarkt europaweit durchsetzen, 665 
aber nicht verschärfen.",neutral,0.9999912977218628
"So verhindern wir unterschiedliche und d amit unpraktikable Re- 666 
gelwerke und schaffen faire Wettbewerbsbedingungen.",neutral,0.9999769926071167
"667 
•",positive,0.9509078860282898
"Bei der A1-Bescheinigung für die Entsendung von Arbeitnehme rn ins EU-Ausland setzen 668 
wir uns für eine praxistaugliche Lösung ein, die vor Missbrauch sc hützt und gleichzeitig 669 
unbürokratisch und möglichst digital handhabbar ist.",neutral,0.9999845027923584
"670 
•",positive,0.94281405210495
Wir bekennen uns zur Unabhängigkeit der Europäischen Zentral bank (EZB).,neutral,0.9945417046546936
"Geld- und 671 
Finanzpolitik müssen getrennt bleiben.",neutral,0.999427318572998
"Wir lehnen deshalb eine  monetäre Staatsfinan- 672 
zierung ab.",neutral,0.9997099041938782
"Das übergeordnete Ziel der EZB bleibt die Wahrun g der Geldwert- und Fi- 673 
nanzstabilität.",neutral,0.9999828338623047
"674 
•",positive,0.9492444396018982
Unsere Währung muss für das digitale Zeitalter gut gerüstet sein.,neutral,0.9893054962158203
"Wir befürworten einen 675 
digitalen Euro als schnelles, einfaches und sicheres Zahlungsmittel.",neutral,0.9999234676361084
"Er darf Bargeld nur 676 
ergänzen und die Preis- und Finanzstabilität nicht gefährden.",neutral,0.9999903440475464
"Denn Bargeld ist gelebte 677 
Freiheit.",neutral,0.9999746084213257
Daher halten wir am Bargeld als Zahlungsmittel weiterhin fest.,neutral,0.9999804496765137
"678 
 679 Seite 23 von 139 Europäische Finanzarchitektur krisensicher machen 680 
Europa muss auf Wirtschafts- oder Finanzkrisen besser vorbereitet sein, damit diese schnel- 681 
ler und besser überwunden werden können.",neutral,0.9999878406524658
"Dafür braucht es mehr Stabilität in ganz Eu- 682 
ropa.",neutral,0.9865238666534424
"683 
•",positive,0.9417321085929871
